name,type,variant
"School Kids Factor Visit',",SERVICE,FACTORY_VISIT
"Special Packaging Dryice Charges',",EXTRA,1_PIECE
"Special Packaging Thermocol Charges',",EXTRA,1_PIECE
"Strawberry Cream Cheese Ice Cream )',",ICE_CREAM,500_GMS
"Strawberry Cream Cheese Ice Cream )',",ICE_CREAM,60_GM
"Strawberry Cream Cheese Ice Cream )',",ICE_CREAM,160_GMS
"Strawberry Cream Cheese Ice Cream )',",ICE_CREAM,160_GMS
"Strawberry Cream Cheese Ice Cream )',",ICE_CREAM,200_ML
"Strawberry Cream Cheese Ice Cream )',",ICE_CREAM,300_ML
"Strawberry Cream Cheese Ice Cream ',",ICE_CREAM,PERFECT_PLENTY
"Strawberry Cream Cheese Ice Cream )',",ICE_CREAM,120_GM
"Strawberry Cream Cheese Ice Cream ',",ICE_CREAM,REGULAR_SCOOP
"Strawberry Cream Cheese Ice Cream )',",ICE_CREAM,220_GMS
"Strawberry Cream Cheese Ice Cream )',",ICE_CREAM,300_ML
"Sunshine Limone Ice Cream )',",ICE_CREAM,550_GMS
"Sunshine Limone Ice Cream )',",ICE_CREAM,725_ML
"Sunshine Limone Ice Cream )',",ICE_CREAM,700_ML
"Sunshine Limone Ice Cream )',",ICE_CREAM,725_ML
"Sunshine Limone Ice Cream )',",ICE_CREAM,60_GM
"Sunshine Limone Ice Cream ',",ICE_CREAM,JUNIOR_SCOOP
"Sunshine Limone Ice Cream )',",ICE_CREAM,160_GMS
"Sunshine Limone Ice Cream )',",ICE_CREAM,160_GMS
"Sunshine Limone Ice Cream )',",ICE_CREAM,200_ML
"Sunshine Limone Ice Cream )',",ICE_CREAM,300_ML
"Sunshine Limone Ice Cream ',",ICE_CREAM,PERFECT_PLENTY
"Sunshine Limone Ice Cream )',",ICE_CREAM,120_GM
"Sunshine Limone Ice Cream ',",ICE_CREAM,REGULAR_SCOOP
"Sunshine Limone Ice Cream )',",ICE_CREAM,220_GMS
"Sunshine Limone Ice Cream )',",ICE_CREAM,300_ML
"Tres Leches',",DESSERT,1_PIECE
"Triple Chocolate Ice Cream )',",ICE_CREAM,725_ML
"Triple Chocolate Ice Cream ',",ICE_CREAM,FAMILY_FEAST
"Triple Chocolate Ice Cream )',",ICE_CREAM,200_ML
"Triple Chocolate Ice Cream )',",ICE_CREAM,200_GMS
"Triple Chocolate Ice Cream )',",ICE_CREAM,300_ML
"Triple Chocolate Ice Cream )',",ICE_CREAM,325_ML
"Triple Chocolate Ice Cream )',",ICE_CREAM,350_ML
"Triple Chocolate Ice Cream ',",ICE_CREAM,PERFECT_PLENTY
"Triple Chocolate Ice Cream ',",ICE_CREAM,REGULAR_SCOOP
"Triple Chocolate Ice Cream ',",ICE_CREAM,1_PIECE
Water Bottle,EXTRA,1_PIECE
